#Path;Duration;#Points;#Scroll;#ScrollUp;#ScrollDown;#Clicks;#Movement;#Silents;Mean Silent;Std. Deviation Silent;Min Silent;Max Silent;Variance Silent;Skewness Silent;Kurtosis Silent;Flight Click beginning;Flight Click ending;Length Path;Weight Path;Direction Path;Mean Angle Incl.;Std. Deviation Angle Incl.;Min Angle Incl.;Max Angle Incl.;Variance Angle Incl.;Skewness Angle Incl.;Kurtosis Angle Incl.;Mode Angle Incl.;Mean Movement Speed;Std. Deviation Movement Speed;Min Movement Speed;Max Movement Speed.;Variance Movement Speed;Skewness Movement Speed;Kurtosis Movement Speed;Mode Movement Speed;Mean ScrollUp Speed;Std. Deviation ScrollUp Speed;Min ScrollUp Speed;Max ScrollUp Speed.;Variance ScrollUp Speed;Skewness ScrollUp Speed;Kurtosis ScrollUp Speed;Mode ScrollUp Speed;Mean ScrollDown Speed;Std. Deviation ScrollDown Speed;Min ScrollDown Speed;Max ScrollDown Speed.;Variance ScrollDown Speed;Skewness ScrollDown Speed;Kurtosis ScrollDown Speed;Mode ScrollDown Speed;UserID
1;2360;36;0;0;0;2;34;0;0;0;0;0;0;0;0;187;159;892.6504954;1275.727689;1;65.34098798;44.11994149;19.72227776;174.2894069;1946.569237;34.13169812;-0.628546346;41.18592517;2.769542434;2.827947709;0.007903454;9.152896274;7.997288243;2.112563596;-0.948545075;0.007903454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
2;328;2;0;0;0;2;0;0;0;0;0;0;0;0;0;159;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
3;4224;10;0;0;0;2;8;0;0;0;0;0;0;0;0;167;175;218.5981931;5.995304952;1;94.44311001;32.41128796;5.710593137;122.503989;1050.491587;-62.68770321;3.317479391;122.503989;0.218931876;0.167934353;0.006338122;0.421637021;0.028201947;-0.025741804;-1.824169985;0.074355608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
4;14536;35;0;0;0;2;33;1;10920;0;10920;10920;0;0;0;175;2855;903.1432236;-22.97257486;-1;36.83445632;53.80219945;0;172.9834983;2894.676666;95.38035033;1.634741215;172.9834983;0.424874975;0.342465589;0;1.091515575;0.11728268;0.068086021;-1.306544909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
5;29992;51;0;0;0;1;50;1;26784;0;26784;26784;0;0;0;2855;0;807.8637642;-94.04743766;1;61.23469776;73.43789931;0;177.1375948;5393.125056;48.2136056;-1.42227741;3.17983012;1.435742309;1.033784888;0;3.676360292;1.068711196;0.521957838;-0.576531644;0.068286956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
6;27967;116;0;0;0;0;116;1;25087;0;25087;25087;0;0;0;0;0;1965.887105;70.12335033;-1;44.33735814;35.86466612;0;178.5679038;1286.274276;84.76844603;5.95102893;21.80140949;1.659937558;0.856569486;0;4.025310547;0.733711284;0.268883634;-0.538747218;1.19670329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
7;752;19;0;0;0;1;18;0;0;0;0;0;0;0;0;0;180;345.3536757;-13.613575;-1;162.7760984;21.6041905;98.13010235;174.8055711;466.7410471;-49.10418021;3.999173666;169.508523;2.166368857;1.164211748;0.016368213;3.922722919;1.355388994;-0.512999116;-0.770018679;3.051006715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
8;7440;123;0;0;0;2;121;1;2472;0;2472;2472;0;0;0;180;1136;1557.276221;135.3609956;-1;73.8729062;52.91074901;0;174.8055711;2799.547361;11.88540641;-1.270946314;14.03624347;0.783515619;0.66364511;0.004223425;2.928843628;0.440424831;0.655102813;0.390679396;0.030316953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
9;15124;2;0;0;0;1;0;1;15124;0;15124;15124;0;0;0;1136;1136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
10;32300;70;0;0;0;1;69;1;30588;0;30588;30588;0;0;0;1136;191;1223.600715;-443.1630245;1;121.0287687;57.4957104;0;178.1523897;3305.756715;-46.07718203;-0.956743219;90;1.790064016;1.470788277;0;5.857142857;2.163218156;1.714747497;0.535382036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
11;14229;6;1;0;1;1;4;1;12534;0;12534;12534;0;0;0;191;0;295.7161381;-1.738852343;-1;60.45122036;17.84980321;27.39236955;78.69006753;318.6154745;-14.02941167;-0.375129602;61.92751306;0.046270702;0.034214957;0;0.091925269;0.001170663;-0.004048506;-1.506813853;0.013545817;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
12;133470;65;33;29;4;0;31;3;47573;49666.96563;9561;117731;2.47E+09;23168.52289;-1.5;0;0;698.8538675;-314.3907303;-1;75.06874356;78.08760957;0;175.6012946;6097.674768;8.454843339;-1.928543352;0;1.637246485;0.853449875;0;4.069705149;0.728376689;0.904042338;1.481037414;3.809937664;0.714733632;0.502830407;6.28E-04;1.939393939;0.252838418;0.380191215;0.133024019;6.28E-04;0.090314914;0.025473501;0.058823529;0.121212121;6.49E-04;-5.94E-04;-1.5;0.058823529;user-1
13;180000;2;0;0;0;0;1;1;180000;0;180000;180000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
14;180001;2;0;0;0;0;1;1;180001;0;180001;180001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
15;153944;26;0;0;0;1;25;1;152544;0;152544;152544;0;0;0;0;268;963.5243323;-27.94161512;1;102.9987845;42.19607597;48.36646066;162.897271;1780.508827;7.666442476;-1.611629988;156.1503491;0.924522;0.570567754;0;1.943067216;0.325547562;-0.039691276;-0.978569353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
16;26056;13;0;0;0;1;11;1;25704;0;25704;25704;0;0;0;268;0;179.5538617;66.26642854;1;27.62515456;9.084531377;0;37.87498365;82.52871033;-18.23636978;4.293149079;22.61986495;1.750705873;0.924119256;0;3.023346656;0.853996399;-0.586750081;-0.489635144;0.047794118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
17;180000;2;0;0;0;0;1;1;180000;0;180000;180000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
18;85070;12;0;0;0;1;11;1;83724;0;83724;83724;0;0;0;0;172;482.8373716;164.6979474;1;92.97388151;39.92077021;0;176.4637466;1593.667894;-11.27595299;1.444127171;176.4637466;2.166853489;4.177946788;0;15;17.45523936;9.787236279;5.122798227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
19;61592;16;0;0;0;2;14;1;60872;0;60872;60872;0;0;0;172;167;366.1468161;-2.572045582;-1;128.8163943;28.12455499;53.13010235;153.4349488;790.9905934;-41.90460029;1.255615381;139.7636417;1.01156194;0.732263824;0;2.030381486;0.536210308;-0.176514777;-1.508946738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
20;18479;67;0;0;0;2;65;2;6831;1239;5592;8070;1535121;0;0;167;838;868.5320923;-114.5968373;-1;31.52253566;51.13207735;0;173.6598083;2614.489335;70.46564202;0.406343522;173.6598083;0.89263945;0.67484334;0.001841136;2.857142857;0.455413533;0.418408976;0.342231879;0.002244209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
21;2808;20;0;0;0;2;18;0;0;0;0;0;0;0;0;838;1119;196.5690112;-21.78337917;-1;22.81008704;50.487432;0;174.2894069;2548.98079;119.9174627;4.441118307;0;0.178692301;0.12105383;0.010775862;0.376299831;0.01465403;0.0206078;-1.295444345;0.039772727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
22;8336;21;0;0;0;2;19;1;6664;0;6664;6664;0;0;0;1119;215;514.3455759;-428.9221152;1;161.5168662;18.96779675;90;177.4551956;359.7773134;-52.64277975;7.700385981;162.6459754;3.023814718;2.034199956;8.99E-04;6.864579301;4.137969463;0.022369713;-1.12344384;0.002515464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
23;3716;2;0;0;0;1;0;1;3716;0;3716;3716;0;0;0;215;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
24;99794;290;107;35;72;1;182;8;13223.125;21640.42044;2136;69155;4.68E+08;39447.72152;2.614049179;215;160;3322.569228;-649.5091721;-1;69.94397306;75.56412978;0;176.4236656;5709.937709;22.05666724;-1.831729688;51.95295747;1.356960121;1.253322587;0;9.228014413;1.570817507;4.116232701;15.27572083;0;1.565423828;1.38141428;0.002604167;5.323529412;1.908305413;1.337013635;0.194012252;0.002604167;0.729812089;0.325478161;9.41E-04;1.352941176;0.105936034;-0.243284744;-0.116536361;9.41E-04;user-1
25;13433;89;0;0;0;2;87;2;4124.5;1692.5;2432;5817;2864556.25;0;0;160;165;1751.825444;-90.3995851;-1;46.43208338;36.20988638;0;179.1063775;1311.155872;76.05607177;4.206868861;19.65382406;1.273524042;1.012163604;0.002555625;5.374838499;1.02447516;1.556709348;3.382494231;0.002555625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
26;66773;210;63;0;63;1;145;6;11962.33333;13032.33354;2064;39917;1.70E+08;16152.58207;0.640135085;165;0;2374.871081;229.4723937;1;62.82694235;57.16176529;0;170.5376778;3267.467411;11.7767952;-1.555202688;113.1985905;1.431411131;0.911371016;0;4.921607687;0.830597128;1.205079995;2.442725271;0.006365042;0;0;0;0;0;0;0;0;0.749431697;0.598896315;4.75E-04;2.823529412;0.358676796;0.914144466;2.797336263;4.75E-04;user-1
27;64821;18;0;0;0;1;17;1;64109;0;64109;64109;0;0;0;0;199;308.1684106;260.0002692;-1;154.4530804;20.03856717;83.48019825;170.5376778;401.5441741;-48.64090747;6.38005777;83.48019825;1.911348392;1.306153531;0;4.05517502;1.706037046;0.16433685;-1.172247848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
28;17758;134;60;22;38;2;72;3;4189.666667;604.6234825;3447;4928;365569.5556;-4.333184943;-1.5;199;185;1585.729364;472.4715245;1;33.31105592;59.68544056;0;176.9059419;3562.351814;89.20602249;0.491291285;6.009005957;1.436038872;3.175341615;0.001946099;18.19645875;10.08279437;13.23355695;18.32230349;0.016802967;0.587093811;0.209441877;0.0625;0.866666667;0.0438659;-0.132887938;-0.165042627;0.0625;1.103580836;0.714061733;0.009036145;2.941176471;0.509884158;0.586745587;0.612527492;0.009036145;user-1
29;97421;115;36;10;26;1;77;5;18470.4;29020.6294;2485;76445;8.42E+08;34627.21835;0.238357901;185;0;1959.937013;311.5908824;-1;46.18176892;59.97208546;0;177.8789036;3596.651035;83.68945905;0.463017517;40.60129465;2.322198489;2.531749718;0;10.4995238;6.409756633;3.207616056;0.773507078;0.055539424;1.355562877;0.670889605;0.151515152;2.181818182;0.450092863;-0.277102578;-0.987812911;0.151515152;1.571275559;1.063485882;0.006535948;3.970588235;1.13100222;0.403351547;-0.892911972;0.006535948;user-1
30;47026;19;0;0;0;1;18;1;45885;0;45885;45885;0;0;0;0;182;533.1752432;-47.16189276;-1;32.72334867;36.74964014;0;111.8014095;1350.53605;30.85964236;-0.752788487;84.95754893;0.955462541;0.674047932;0;2.088061302;0.454340614;-0.019703247;-1.168223113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-1
31;26498;78;21;21;0;1;56;4;6357.25;3796.925952;2366;11058;1.44E+07;254.5114455;-1.863714712;182;0;1396.157199;10.14154021;1;17.84027091;20.89961271;0;151.6992442;436.7938116;83.71643218;22.05652047;0;1.499857709;0.8513448;0;4.006938427;0.724787969;0.477070383;0.393491544;1.0749677;0.960963889;0.728421345;0.051724138;2.484848485;0.530597656;0.689979014;-0.312330459;0.051724138;0;0;0;0;0;0;0;0;user-1
1;112940;2;0;0;0;1;0;1;112940;0;112940;112940;0;0;0;96;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
2;180000;137;58;43;15;0;78;4;43653.75;41374.99042;2362;92764;1.71E+09;1780.458974;-1.923635973;96;0;5175.966622;2945.690197;-1;43.11050097;55.79621833;0;178.8065106;3113.21798;67.31204927;0.277106035;172.1390386;3.159989112;3.109738096;0;11.00284054;9.670471029;2.066741175;-0.934099963;0;0.891891246;0.707313932;0.003831418;3.096774194;0.500292999;0.74418525;0.820653569;0.003831418;0.822638146;0.334947864;0.058823529;1.303030303;0.112190071;-0.180887608;-0.206809045;0.058823529;user-2
3;180001;2;0;0;0;0;1;1;180001;0;180001;180001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
4;101432;160;38;1;37;0;122;9;12033.77778;14998.4861;2736;51654;2.25E+08;26016.14325;2.479836567;0;0;2837.035671;766.1044356;1;63.24409932;54.83894818;0;178.3397176;3007.310238;11.68605206;-1.230590854;88.14741312;1.728125713;1.679030667;0;9.861282775;2.81914398;3.131154027;4.582451057;0;0;0;0;0;0;0;0;0;0.532181063;0.343662856;5.82E-04;1.235294118;0.118104158;-0.007230684;-0.828196249;5.82E-04;user-2
5;78568;31;0;0;0;0;30;1;77833;0;77833;77833;0;0;0;0;0;579.2470567;13.6998319;-1;122.4484181;38.82388261;0;163.0724869;1507.293861;-70.45111409;3.820515836;160.906508;1.686727994;1.337047879;0;6.276941931;1.787697029;2.017254018;2.521159285;3.057070332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
6;180000;25;0;0;0;0;24;3;59620.33333;77648.93663;2029;169388;6.03E+09;36470.59406;-1.5;0;0;634.8264914;80.93709634;1;46.73255324;45.37419899;0;178.1988395;2058.817934;85.10017901;3.025666521;176.9727548;1.077099118;0.676100822;0;2.163330765;0.457112322;-0.205933742;-1.336075398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
7;23869;146;8;1;7;0;138;4;4425.75;3236.720437;2307;10024;1.05E+07;2779.317172;-0.674110985;0;0;2055.034662;-38.5973084;-1;99.79507613;67.8958572;0;175.6012946;4609.847425;-27.3064728;-1.562821641;90;1.229743254;1.205258522;0;9.339283817;1.452648105;3.160155518;13.18427748;0.004263566;0;0;0;0;0;0;0;0;0.385432191;0.251447411;0.151515152;0.696428571;0.063225801;0.078615851;-1.823216566;0.151515152;user-2
8;51814;143;127;45;82;0;16;7;10759.85714;10952.66135;2504;35454;1.20E+08;14109.19643;0.801736933;0;0;273.9502923;32.62951306;1;1.235761773;8.113588377;0;90;65.83031635;77.22103414;98.99454712;0;2.045725132;1.059963719;0;3.75;1.123523086;-0.095132151;-0.989072812;0.738335214;1.035517368;0.718541233;0.013333333;2.727272727;0.516301503;0.327549271;-0.565131297;0.013333333;0.617307368;0.501803687;2.53E-04;2.575757576;0.25180694;0.668288217;2.852938259;2.53E-04;user-2
9;7153;87;0;0;0;1;86;0;0;0;0;0;0;0;0;0;99;979.2809127;51.91529575;1;75.31583208;31.166302;0;138.8140748;971.3383806;-15.65164611;-0.215217057;70.01689348;0.503550259;0.440496781;0.008593146;2;0.194037414;0.667259766;1.784287312;0.365771872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
10;97165;120;0;0;0;1;118;3;30983;26910.07585;4600;67927;7.24E+08;9476.588723;-1.5;99;0;3227.206413;-111.1173099;-1;97.17429792;47.69520415;0;170.5376778;2274.832499;6.405873021;-1.364207818;163.5497543;1.955164532;1.183527617;0;5.100551441;1.400737621;1.006802201;0.080819658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
11;180000;2;0;0;0;0;1;1;180000;0;180000;180000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
12;180000;20;0;0;0;0;19;2;89840;55311;34529;145151;3.06E+09;0;0;0;0;377.1179876;-49.28832332;-1;55.68712552;77.69884514;0;175.2363583;6037.110537;57.89132195;-1.36732606;1.812552686;1.088787519;0.637321736;0;1.875;0.406178996;-0.338484499;-1.110916568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
13;140105;15;0;0;0;1;14;1;138409;0;138409;138409;0;0;0;0;66;805.4261675;-41.48038133;1;41.5806214;60.41946321;0;174.2894069;3650.511534;64.7344498;-0.268964095;152.2293093;0.728728272;0.860933473;0;2.833333333;0.741206445;1.029544383;0.339347028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
14;39895;74;33;15;18;1;39;2;18103.5;15841.5;2262;33945;2.51E+08;0;0;66;0;512.1887647;-184.2781964;-1;42.58182004;40.03666605;0;122.0053832;1602.934628;4.960709258;-1.481961415;0;1.149582995;0.923083457;0;3.328663395;0.852083068;0.789750839;-0.011143107;1.2;2.575149523;1.706389271;0.020057307;5.454545455;2.911764345;-0.297335033;-1.145213505;0.020057307;0.921639786;0.803518674;0.00998004;2.909090909;0.645642259;1.003982335;0.549206586;0.00998004;user-2
15;180001;82;0;0;0;0;81;1;178071;0;178071;178071;0;0;0;0;0;1610.924336;-309.0765418;1;102.8563927;51.09023557;0;174.2894069;2610.21217;-17.98559525;-1.266342167;3.445086463;1.889962831;1.171729094;0;7.64852927;1.372949069;1.941186206;5.755327237;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
16;32675;48;19;1;18;0;29;2;14523;12315;2208;26838;1.52E+08;0;0;0;0;1637.241444;465.0322467;1;61.42826365;60.66131449;0;177.8171369;3679.795076;8.952083427;-1.737522806;1.326054377;3.203855644;2.044204281;0.0023993;6.823672032;4.178771141;-0.135439264;-1.186990473;0.384786933;0;0;0;0;0;0;0;0;0.570787709;0.339538645;0.008;1.117647059;0.115286492;-0.021059347;-1.105253207;0.008;user-2
17;14744;49;5;5;0;0;44;1;12384;0;12384;12384;0;0;0;0;0;737.8433654;148.443595;-1;78.1076173;66.3230998;0;175.9143832;4398.753567;17.65834701;-1.570013428;45;1.376424373;1.370766519;0;5.454823741;1.87900085;2.087335741;1.93867638;2.185602778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
18;26297;64;16;1;15;0;48;2;10235.5;1359.5;8876;11595;1848240.25;0;0;0;0;704.9122526;101.6192255;-1;77.23323042;53.43231679;0;170.5376778;2855.012478;-23.61200318;-1.208685768;120.4655449;1.341285651;1.128774743;5.74E-04;3.644344934;1.27413242;0.479153439;-0.964186242;1.972308292;0;0;0;0;0;0;0;0;0.50940742;0.290650332;0.008185539;1;0.084477615;-0.075269047;-0.863490182;0.008185539;user-2
19;41877;16;13;0;13;0;3;4;11218.75;10473.93053;3030;28747;1.10E+08;7417.312954;-0.864581854;0;0;31.94397237;0.569643659;-1;9.89768054;26.95853723;0;108.4349488;726.7627294;81.06272644;8.913531657;15.2551187;0.026334672;0.03442928;0.001003898;0.075011541;0.001185375;0.016189679;-1.5;0.075011541;0;0;0;0;0;0;0;0;0.530393542;0.259168406;1.04E-04;0.848484848;0.067168263;-0.138909705;-0.718936794;1.04E-04;user-2
20;22641;7;6;0;6;0;1;1;22474;0;22474;22474;0;0;0;0;0;11.66190379;0;-1;9.839373911;22.00150892;0;59.03624347;484.0663948;32.79791304;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.583778966;0.210715997;0.294117647;0.848484848;0.044401232;-0.037491552;-1.572961539;0.294117647;user-2
21;25655;25;14;6;8;0;11;1;24432;0;24432;24432;0;0;0;0;0;129.04598;-18.32744927;-1;47.28842684;43.83904321;0;153.4349488;1921.861709;13.27717542;-0.747916301;72.89727103;0.669859373;0.642669189;0.008310249;1.700183814;0.413023687;0.283852386;-1.413984359;1.700183814;0.582003291;0.201078381;0.272727273;0.757575758;0.040432515;-0.08646725;-1.522444025;0.272727273;0.986551031;0.513527692;0.282051282;1.606060606;0.26371069;-0.02730722;-1.464011123;0.282051282;user-2
22;16111;7;6;0;6;0;0;1;15944;0;15944;15944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.557839765;0.247458115;0.151515152;0.866666667;0.061235519;-0.078832952;-0.97595103;0.151515152;user-2
23;54938;27;6;0;6;0;21;3;17761;14298.15249;2672;36963;2.04E+08;3886.10495;-1.5;0;0;245.0964307;17.59711742;1;74.28958219;71.53618977;0;175.6012946;5117.426446;14.92564398;-1.780285695;0;0.475319146;0.470954293;0;1.401586403;0.221797946;0.272501383;-1.115694095;0;0;0;0;0;0;0;0;0;0.510031898;0.27520488;0.060606061;0.85;0.075737726;-0.100898128;-1.052412389;0.060606061;user-2
24;34908;16;13;0;13;0;3;1;34313;0;34313;34313;0;0;0;0;0;26.186495;-2.346440383;1;26.74572834;53.49749975;0;135;2861.982479;74.93852441;0.253909745;135;0.4205339;0.315691971;0.023183829;0.795495129;0.099661421;-0.02231377;-1.5;0.795495129;0;0;0;0;0;0;0;0;0.464881424;0.306143828;1.46E-04;0.848484848;0.093724044;-0.062874883;-1.484637393;1.46E-04;user-2
25;60938;13;12;0;12;0;1;2;30302.5;28136.5;2166;58439;7.92E+08;0;0;0;0;8.246211251;0;1;1.169686956;3.879412754;0;14.03624347;15.04984332;10.72213043;7.090909091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.514308056;0.275549546;0.002308403;0.823529412;0.075927552;-0.134349938;-1.01314608;0.002308403;user-2
26;29216;64;6;0;6;0;57;1;27493;0;27493;27493;0;0;0;0;0;1388.979471;-1114.371024;1;77.74310996;47.97067475;0;177.5104471;2301.185636;18.63024885;-0.275049234;8.130102354;2.785210767;2.043608597;0.004785833;8.5;4.176336096;2.116229687;0.761894209;0.883883476;0;0;0;0;0;0;0;0;0.561853832;0.241711887;0.151515152;0.818181818;0.058424636;-0.109437111;-0.914533907;0.151515152;user-2
27;77819;48;26;0;26;0;22;3;24568.66667;21574.8592;4617;54536;4.65E+08;8576.694521;-1.5;0;0;281.5245948;54.61666657;-1;50.53735707;59.59079113;0;158.1985905;3551.062387;27.9939944;-1.526874136;150.9453959;0.851621525;0.573704205;0;1.741048535;0.329136515;-0.038965711;-1.294157288;0;0;0;0;0;0;0;0;0;0.459175428;0.293509035;3.44E-04;0.848484848;0.086147554;-0.079614427;-1.299137647;3.44E-04;user-2
28;102182;217;91;31;60;0;125;5;21359.8;23244.88243;4375;65609;5.40E+08;22181.12783;-0.24425473;0;0;2021.386587;757.7611095;1;43.44166145;60.17242859;0;176.6335393;3620.721163;66.97089761;-0.228272533;0;1.023540667;0.960997242;0;4.25;0.9235157;1.168481832;1.066123104;0.002945079;2.743909728;2.244970731;0.013333333;7.848484848;5.039893584;1.249682474;-0.789606469;0.013333333;0.548898574;0.350219263;3.68E-04;1.666666667;0.122653532;0.169443496;0.743802041;3.68E-04;user-2
29;170305;20;1;0;1;0;19;2;85081;28150;56931;113231;7.92E+08;0;0;0;0;1101.014092;21.09632751;-1;121.6369225;19.47709303;82.72499504;179.5460017;379.3571529;17.27648491;2.312174742;82.72499504;2.132675336;1.084937773;0;3.923088707;1.177089971;-0.384747872;-0.543825048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
30;9695;63;62;0;62;0;0;0;0;0;0;0;0;0;0;0;0;469.3527458;127.1718289;1;1.562136609;12.20067695;0;96.85246977;148.8565179;92.21645145;57.01639344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.509326921;0.295268034;0.001874414;1;0.087183212;-0.112053904;-1.060279313;0.001874414;user-2
31;4166;66;27;26;1;1;38;1;3257;0;3257;3257;0;0;0;0;121;550.1991833;-154.1907502;1;5.428687553;8.604233497;0;53.13010235;74.03283408;24.75067342;12.27369779;0;1.585363905;0.779534838;0.014218965;3.298113252;0.607674564;0.351233972;-0.298855776;0.913186747;1.348398859;0.963852998;0.011412268;3.242424242;0.929012602;0.245489664;-1.021920059;0.011412268;0;0;0;0;0;0;0;0;user-2
32;135328;496;182;1;181;1;313;12;10339.41667;9353.07351;2633;30443;8.75E+07;9283.849517;-0.37000266;121;0;9270.297033;2057.303136;-1;54.11627839;55.95651072;0;178.8465495;3131.131092;27.55487984;-1.19757154;153.4349488;2.442930098;3.342637606;0;50;11.17322616;31.18751869;128.2426455;0;0;0;0;0;0;0;0;0;0.473215405;0.305706768;0.001898975;0.964285714;0.093456628;-0.079080078;-1.340830568;0.001898975;user-2
33;40506;192;39;17;22;0;152;3;11467;9619.335528;2599;24835;9.25E+07;3843.467642;-1.5;0;0;2419.843886;471.3621105;1;78.17042056;54.75645706;0;176.1859252;2998.26959;-14.26311611;-1.296771753;132.8789036;1.505876464;1.183984302;0;8.062257748;1.401818828;2.031806391;5.570475946;2.122774797;0.506003103;0.274239266;0.016393443;0.875;0.075207175;-0.086184038;-1.079181998;0.016393443;0.527865428;0.267195917;0.027173913;0.870967742;0.071393658;-0.159699534;-0.884911628;0.027173913;user-2
1;36773;10;0;0;0;1;9;1;36320;0;36320;36320;0;0;0;81;0;332.2085166;72.66335735;-1;80.42140607;25.13650033;9.503247758;90;631.8436489;-54.78227394;4.056387351;90;0.553761468;0.418534701;0;1.1875;0.175171296;-0.020789765;-1.441214925;0.047619048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;user-2
